Name,CoagSense,,,,,,,,,
ID,EE32:631E,,,,,,,,,
Serial No.,27DE:EE32:631E,,,,,,,,,
Version,1.35.00,,,,,,,,,
Timezone,Europe/London,,,,,,,,,
,,,,,,,,,,
Id,Time,pH (Raw) 1.1: pH,pH (Post-Caustic) 5.1: pH,SC Control (PID/Flow) 1.1: 1,pH (Post-Alum) 5.2: pH,pH Control (PID/Flow) 1.2: 1,SCM 1.3: Streaming Current,Coagulation Control 1.1: 1,Flow Sensor 1.4: Flow,SCM 1.3: True Streaming Current
340883,10/09/2019 03:05,6.61,10.66,93.9,6.01,67.6,-1,93.9,139,-48
340884,10/09/2019 03:10,6.61,10.66,93.8,6.01,67.6,3,93.8,139.6,-44
340885,10/09/2019 03:15,0,0,0,6.02,0,0,0,1.7,0
340886,10/09/2019 03:20,0,0,0,6.06,0,0,0,1.4,0
340887,10/09/2019 03:25,0,0,0,6.12,0,0,0,1.7,0
340888,10/09/2019 03:30,0,0,0,6.13,0,0,0,1,0
340889,10/09/2019 03:35,0,0,0,6.12,0,0,0,0.7,0
340890,10/09/2019 03:40,0,0,0,6.11,0,0,0,1.5,0
340891,10/09/2019 03:45,0,0,0,6.11,0,0,0,0.4,0
340892,10/09/2019 03:50,0,0,0,6.11,0,0,0,1.3,0
340893,10/09/2019 03:55,0,0,0,6.1,0,0,0,1.4,0
340894,10/09/2019 04:00,0,0,0,6.1,0,0,0,1.9,0
340895,10/09/2019 04:05,0,0,0,6.08,0,0,0,1.5,0
340896,10/09/2019 04:10,7.2,5.1,93.7,6.07,67.6,-25,93.7,150,-72
340897,10/09/2019 04:15,7.09,9.64,93.7,6.07,67.6,-13,93.7,142.1,-60
340898,10/09/2019 04:20,6.88,10.3,93.7,6.06,67.6,-9,93.7,140.3,-56
340899,10/09/2019 04:25,6.78,10.56,93.7,6.05,67.6,-8,93.7,139.6,-55
340900,10/09/2019 04:30,6.72,10.63,93.7,6.04,67.6,-6,93.7,139.1,-53
340901,10/09/2019 04:35,6.68,10.65,93.7,6.03,67.6,-8,93.7,139.7,-55
340902,10/09/2019 04:40,6.66,10.65,93.7,6.01,67.6,0,93.7,139,-47
340903,10/09/2019 04:45,6.64,10.65,93.8,6,67.6,-2,93.8,139.9,-49
340904,10/09/2019 04:50,6.61,10.64,93.8,6,67.6,3,93.8,139.9,-44
340905,10/09/2019 04:55,6.62,10.65,93.7,5.99,67.6,1,93.7,140.2,-46
340906,10/09/2019 05:00,6.62,10.65,93.7,5.99,67.6,-1,93.7,140.2,-48
340907,10/09/2019 05:05,6.62,10.65,93.6,5.99,67.6,0,93.6,140.1,-47
340908,10/09/2019 05:10,6.62,10.65,93.7,5.99,67.6,-2,93.7,140.8,-49
340909,10/09/2019 05:15,6.62,10.64,93.6,5.99,67.6,-2,93.6,140.1,-49
340910,10/09/2019 05:20,6.62,10.65,93.7,5.99,67.6,1,93.7,140.4,-46
340911,10/09/2019 05:25,6.61,10.65,93.7,5.99,67.6,2,93.7,140.8,-45
340912,10/09/2019 05:30,6.61,10.65,93.6,6,67.6,2,93.6,139.1,-45
340913,10/09/2019 05:35,6.61,10.65,93.8,6,67.6,-3,93.8,139.7,-50
340914,10/09/2019 05:40,6.61,10.65,93.5,6,67.6,2,93.5,140,-45
340915,10/09/2019 05:45,6.61,10.66,93.5,6,67.6,-2,93.5,140.5,-49
340916,10/09/2019 05:50,6.61,10.66,93.4,6.01,67.6,0,93.4,139.7,-47
340917,10/09/2019 05:55,6.61,10.66,93.4,6.01,67.6,3,93.4,140.2,-44
340918,10/09/2019 06:00,6.61,10.66,93.5,6.02,67.6,-2,93.5,140.5,-49
340919,10/09/2019 06:05,6.61,10.66,93.4,6.02,67.6,3,93.4,140,-44
340920,10/09/2019 06:10,6.6,10.66,93.4,6.03,67.5,1,93.4,139.6,-46
340921,10/09/2019 06:15,6.6,10.67,93.4,6.03,67.5,2,93.4,139.8,-45
340922,10/09/2019 06:20,6.6,10.67,93.4,6.03,67.5,0,93.4,139.4,-47
340923,10/09/2019 06:25,6.6,10.67,93.2,6.04,67.5,5,93.2,139.5,-42
340924,10/09/2019 06:30,6.6,10.67,93.2,6.04,67.5,1,93.2,140,-46
340925,10/09/2019 06:35,6.6,10.67,93.1,6.04,67.4,3,93.1,140,-44
340926,10/09/2019 06:40,6.6,10.67,93.2,6.05,67.4,-3,93.2,139.5,-50
340927,10/09/2019 06:45,6.6,10.67,93.1,6.05,67.4,1,93.1,138.7,-46
340928,10/09/2019 06:50,6.59,10.67,93,6.05,67.4,1,93,139.9,-46
340929,10/09/2019 06:55,6.59,10.67,93.2,6.05,67.3,-3,93.2,140,-50
340930,10/09/2019 07:00,6.59,10.67,93,6.06,67.3,2,93,140.3,-45
340931,10/09/2019 07:05,6.59,10.67,93.1,6.06,67.3,-2,93.1,140.5,-49
340932,10/09/2019 07:10,6.59,10.67,93,6.06,67.2,2,93,139.8,-45
340933,10/09/2019 07:15,6.59,10.67,93.2,6.06,67.2,-5,93.2,139.7,-52
340934,10/09/2019 07:20,6.59,10.67,93.2,6.06,67.2,-2,93.2,140.2,-49
340935,10/09/2019 07:25,6.59,10.67,93.2,6.06,67.2,0,93.2,139.5,-47
340936,10/09/2019 07:30,6.59,10.67,93.1,6.06,67.1,0,93.1,139.6,-47
340937,10/09/2019 07:35,6.58,10.67,93.1,6.06,67.1,0,93.1,140.3,-47
340938,10/09/2019 07:40,6.58,10.67,92.9,6.06,67.1,2,92.9,141,-45
340939,10/09/2019 07:45,6.58,10.67,92.8,6.06,67,1,92.8,140.8,-46
340940,10/09/2019 07:50,6.58,10.67,92.7,6.07,67,1,92.7,140.4,-46
340941,10/09/2019 07:55,6.58,10.67,92.7,6.07,67,-3,92.7,139.9,-50
340942,10/09/2019 08:00,6.58,10.67,92.4,6.07,66.9,4,92.4,140.1,-43
340943,10/09/2019 08:05,6.58,10.67,92.4,6.07,66.9,-3,92.4,140.8,-50
340944,10/09/2019 08:10,6.58,10.68,92.5,6.08,66.8,-2,92.5,140.6,-49
340945,10/09/2019 08:15,6.58,10.68,92.5,6.08,66.8,1,92.5,139.8,-46
340946,10/09/2019 08:20,6.58,10.68,92.5,6.08,66.8,0,92.5,140.4,-47
340947,10/09/2019 08:25,6.58,10.68,92.4,6.08,66.7,0,92.4,140.6,-47
340948,10/09/2019 08:30,6.58,10.68,92.5,6.09,66.7,-1,92.5,141,-48
340949,10/09/2019 08:35,6.58,10.68,92.5,6.09,66.6,1,92.5,140.2,-46
340950,10/09/2019 08:40,6.58,10.68,92.4,6.09,66.6,3,92.4,140.6,-44
340951,10/09/2019 08:45,6.58,10.68,92.3,6.09,66.5,-1,92.3,139.9,-48
340952,10/09/2019 08:50,6.58,10.68,92.3,6.1,66.5,1,92.3,140.1,-46
340953,10/09/2019 08:55,6.58,10.68,92.2,6.1,66.4,2,92.2,140,-45
340954,10/09/2019 09:00,6.58,10.68,92.1,6.1,66.4,-2,92.1,140.3,-49
340955,10/09/2019 09:05,6.58,10.68,92.2,6.1,66.3,-5,92.2,141.2,-52
340956,10/09/2019 09:10,6.58,10.68,92.1,6.1,66.3,1,92.1,139.9,-46
340957,10/09/2019 09:15,6.58,10.68,92.1,6.1,66.2,1,92.1,140.8,-46
340958,10/09/2019 09:20,6.58,10.68,92,6.1,66.2,2,92,140,-45
340959,10/09/2019 09:25,6.58,10.68,91.9,6.1,66.1,2,91.9,140.7,-45
340960,10/09/2019 09:30,6.58,10.68,91.8,6.1,66.1,1,91.8,139.6,-46
340961,10/09/2019 09:35,6.58,10.68,91.8,6.11,66,0,91.8,139.5,-47
340962,10/09/2019 09:40,6.58,10.68,91.6,6.11,66,1,91.6,140,-46
340963,10/09/2019 09:45,6.58,10.68,91.5,6.11,65.9,0,91.5,140.1,-47
340964,10/09/2019 09:50,6.59,10.68,91.4,6.12,65.8,3,91.4,139.7,-44
340965,10/09/2019 09:55,6.59,10.68,91.4,6.12,65.8,2,91.4,140.4,-45
340966,10/09/2019 10:00,6.59,10.68,91.4,6.12,65.7,1,91.4,138.9,-46
340967,10/09/2019 10:05,6.59,10.68,91.4,6.12,65.7,-2,91.4,139.4,-49
340968,10/09/2019 10:10,6.59,10.68,91.3,6.12,65.6,2,91.3,140,-45
340969,10/09/2019 10:15,6.59,10.68,91.3,6.12,65.5,1,91.3,140.1,-46
340970,10/09/2019 10:20,6.59,10.68,91.3,6.12,65.5,0,91.3,141,-47
340971,10/09/2019 10:25,6.59,10.68,91.4,6.12,65.4,-1,91.4,140.8,-48
340972,10/09/2019 10:30,6.59,10.68,91.2,6.12,65.4,0,91.2,140.6,-47
340973,10/09/2019 10:35,6.59,10.67,91.1,6.12,65.3,0,91.1,139.6,-47
340974,10/09/2019 10:40,6.59,10.67,91.2,6.12,65.2,-5,91.2,139.7,-52
340975,10/09/2019 10:45,6.59,10.67,91.2,6.12,65.2,-3,91.2,141,-50
340976,10/09/2019 10:50,6.59,10.67,91.1,6.13,65.1,1,91.1,140,-46
340977,10/09/2019 10:55,6.59,10.67,91,6.13,65,3,91,140.1,-44
340978,10/09/2019 11:00,6.59,10.67,91.1,6.13,65,0,91.1,140.3,-47
340979,10/09/2019 11:05,6.59,10.67,91,6.14,64.9,0,91,140,-47
340980,10/09/2019 11:10,6.59,10.67,91,6.14,64.8,2,91,139.9,-45
340981,10/09/2019 11:15,6.59,10.67,90.9,6.14,64.8,-1,90.9,140.4,-48
340982,10/09/2019 11:20,6.59,10.68,90.8,6.14,64.7,3,90.8,139.5,-44
340983,10/09/2019 11:25,6.59,10.67,90.6,6.14,64.6,6,90.6,139.4,-41
340984,10/09/2019 11:30,6.59,10.68,90.6,6.14,64.5,-1,90.6,138.3,-48
340985,10/09/2019 11:35,6.59,10.67,90.4,6.14,64.5,2,90.4,139.9,-45
340986,10/09/2019 11:40,6.6,10.67,90.4,6.15,64.4,2,90.4,139.2,-45
340987,10/09/2019 11:45,6.55,10.67,90.4,6.15,64.3,1,90.4,139.5,-46
340988,10/09/2019 11:50,6.55,10.67,90.3,6.15,64.2,4,90.3,139.1,-43
340989,10/09/2019 11:55,6.55,10.67,90.2,6.16,64.2,4,90.2,139.6,-43
340990,10/09/2019 12:00,6.55,10.67,90.2,6.16,64.1,1,90.2,141.6,-46
340991,10/09/2019 12:05,6.55,10.67,90,6.16,64,2,90,140.1,-45
340992,10/09/2019 12:10,6.55,10.67,89.9,6.16,63.9,1,89.9,140.7,-46
340993,10/09/2019 12:15,6.55,10.67,89.9,6.16,63.9,2,89.9,140.4,-45
340994,10/09/2019 12:20,6.55,10.66,89.7,6.15,63.8,0,89.7,140.7,-47
340995,10/09/2019 12:25,6.55,10.66,89.8,6.15,63.7,-1,89.8,140.7,-48
340996,10/09/2019 12:30,6.55,10.66,89.7,6.14,63.6,1,89.7,140.4,-46
340997,10/09/2019 12:35,6.55,10.66,89.7,6.14,63.6,1,89.7,140.7,-46
340998,10/09/2019 12:40,6.55,10.66,89.6,6.14,63.5,-1,89.6,140.3,-48
340999,10/09/2019 12:45,6.55,10.66,89.5,6.13,63.4,1,89.5,140.2,-46
341000,10/09/2019 12:50,6.55,10.66,89.5,6.13,63.4,0,89.5,140.7,-47
341001,10/09/2019 12:55,6.55,10.66,89.5,6.13,63.3,0,89.5,139,-47
341002,10/09/2019 13:00,6.55,10.66,89.5,6.13,63.3,-1,89.5,139.8,-48
341003,10/09/2019 13:05,6.55,10.66,89.4,6.12,63.2,0,89.4,140.1,-47
341004,10/09/2019 13:10,6.55,10.68,89.4,6.12,63.1,-2,89.4,141,-49
341005,10/09/2019 13:15,6.55,10.68,89.4,6.12,63.1,0,89.4,139.6,-47
341006,10/09/2019 13:20,6.55,10.67,89.3,6.12,63,0,89.3,140.3,-47
341007,10/09/2019 13:25,6.55,10.67,89.3,6.11,63,1,89.3,140,-46
341008,10/09/2019 13:30,6.54,10.67,89.2,6.12,62.9,1,89.2,140.2,-46
341009,10/09/2019 13:35,6.54,10.67,89.2,6.12,62.8,-3,89.2,140.2,-50
341010,10/09/2019 13:40,6.54,10.67,89.3,5.8,62.8,-2,89.3,140.1,-49
341011,10/09/2019 13:45,6.7,10.67,89.1,4.14,62.8,2,89.1,140.3,-45
341012,10/09/2019 13:50,6.64,10.5,89,6.82,62.8,1,89,140.9,-46
341013,10/09/2019 13:55,6.65,10.47,89.2,7.08,62.8,0,89.2,140.6,-47
341014,10/09/2019 14:00,6.66,10.45,89.2,6.6,62.8,1,89.2,140.2,-46
341015,10/09/2019 14:05,6.66,10.43,89.3,6.38,62.8,0,89.3,139.7,-47
341016,10/09/2019 14:10,6.67,10.39,89.2,6.29,62.8,3,89.2,139.9,-44
341017,10/09/2019 14:15,6.67,10.35,89.3,6.21,62.8,-3,89.3,140.2,-50
341018,10/09/2019 14:20,6.68,10.33,89.3,6.16,62.8,2,89.3,140,-45
341019,10/09/2019 14:25,6.68,10.33,89.2,6.1,62.8,1,89.2,140.5,-46
341020,10/09/2019 14:30,6.68,10.32,89.3,6.07,62.8,-3,89.3,140.2,-50
341021,10/09/2019 14:35,6.68,10.32,89.3,6.03,62.8,1,89.3,140,-46
341022,10/09/2019 14:40,6.69,10.32,89.3,6,62.8,1,89.3,140.4,-46
341023,10/09/2019 14:45,6.69,10.32,89.3,5.97,62.9,0,89.3,140.2,-47
341024,10/09/2019 14:50,6.69,10.32,89.3,5.94,62.9,1,89.3,140.3,-46
341025,10/09/2019 14:55,6.7,10.33,89.3,5.92,62.9,2,89.3,139.6,-45
341026,10/09/2019 15:00,6.7,10.34,89.3,5.91,63,0,89.3,140.1,-47
341027,10/09/2019 15:05,6.7,10.34,89.2,5.9,63,-1,89.2,139.9,-48
341028,10/09/2019 15:10,6.7,10.34,89.2,5.9,63.1,3,89.2,139.8,-44
341029,10/09/2019 15:15,6.71,10.34,89.3,5.89,63.1,-1,89.3,140.4,-48
341030,10/09/2019 15:20,6.71,10.34,89.2,5.89,63.2,1,89.2,141.4,-46
341031,10/09/2019 15:25,6.71,10.34,89.3,5.89,63.3,-1,89.3,140.1,-48
341032,10/09/2019 15:30,6.71,10.34,89.3,5.9,63.3,0,89.3,140.8,-47
341033,10/09/2019 15:35,6.71,10.34,89.4,5.9,63.4,-2,89.4,143.7,-49
341034,10/09/2019 15:40,6.72,10.34,89.5,5.91,63.4,-6,89.5,139.2,-53
341035,10/09/2019 15:45,6.71,10.35,89.6,5.92,63.4,-1,89.5,139.6,-48
341036,10/09/2019 15:50,6.71,10.35,89.4,5.92,63.5,1,89.4,140,-46
341037,10/09/2019 15:55,6.72,10.35,89.5,5.93,63.5,-2,89.5,140.9,-49
341038,10/09/2019 16:00,6.72,10.35,89.6,5.93,63.6,-4,89.6,140.1,-51
341039,10/09/2019 16:05,6.72,10.35,89.5,5.93,63.6,2,89.5,140,-45
341040,10/09/2019 16:10,6.72,10.35,89.6,5.93,63.6,0,89.5,140.1,-47
341041,10/09/2019 16:15,6.72,10.36,89.6,5.94,63.6,0,89.6,139.3,-47
341042,10/09/2019 16:20,6.72,10.36,89.7,5.94,63.7,-2,89.7,140.6,-49
341043,10/09/2019 16:25,6.72,10.37,89.6,5.95,63.7,0,89.6,139.8,-47
341044,10/09/2019 16:30,6.72,10.37,89.6,5.95,63.7,-1,89.6,140.4,-48
341045,10/09/2019 16:35,6.72,10.37,89.5,5.96,63.7,1,89.4,139,-46
341046,10/09/2019 16:40,6.72,10.37,89.4,5.96,63.8,-3,89.4,142,-50
341047,10/09/2019 16:45,6.72,10.37,89.5,5.96,63.8,-3,89.5,140.1,-50
341048,10/09/2019 16:50,6.72,10.38,89.4,5.96,63.8,4,89.4,139.8,-43
341049,10/09/2019 16:55,6.72,10.37,89.3,5.96,63.8,4,89.3,140.4,-43
341050,10/09/2019 17:00,6.72,10.41,89.3,5.96,63.8,2,89.3,140.5,-45
341051,10/09/2019 17:05,6.72,10.41,89.5,5.96,63.9,-5,89.5,139.6,-52
341052,10/09/2019 17:10,6.72,10.42,89.5,5.97,63.9,1,89.5,140.6,-46
341053,10/09/2019 17:15,6.72,10.42,89.6,5.97,63.9,1,89.6,141.2,-46
341054,10/09/2019 17:20,6.72,10.43,89.7,5.97,63.9,-1,89.7,140.1,-48
341055,10/09/2019 17:25,6.73,10.43,89.6,5.98,63.9,1,89.6,140.3,-46
341056,10/09/2019 17:30,6.73,10.44,89.7,5.98,63.9,-2,89.7,140.6,-49
341057,10/09/2019 17:35,6.73,10.44,90,5.98,63.9,-5,90,140.7,-52
341058,10/09/2019 17:40,6.73,10.44,90,5.98,63.9,-2,90,139.7,-49
341059,10/09/2019 17:45,6.73,10.43,90,5.99,64,1,90,139.7,-46
341060,10/09/2019 17:50,6.73,10.43,90,5.99,64,-2,90,139.6,-49
341061,10/09/2019 17:55,6.73,10.43,90,5.99,64,1,90,139.7,-46
341062,10/09/2019 18:00,6.73,10.43,90.1,5.99,64,0,90.1,139.9,-47
341063,10/09/2019 18:05,6.73,10.43,90.1,5.99,64,0,90.1,140.8,-47
341064,10/09/2019 18:10,6.73,10.43,90.1,6,64,-1,90.1,139.8,-48
341065,10/09/2019 18:15,6.73,10.42,90.1,6,64,-1,90.2,140.1,-48
341066,10/09/2019 18:20,6.74,10.42,90,6,64,3,90,139.6,-44
341067,10/09/2019 18:25,6.74,10.42,90.1,6,64,-1,90.1,139.7,-48
341068,10/09/2019 18:30,6.74,10.42,90.1,6,64,-2,90.1,139.8,-49
341069,10/09/2019 18:35,6.74,10.43,90.2,6,64,-1,90.2,139.5,-48
341070,10/09/2019 18:40,6.74,10.42,90.2,6,64,-1,90.2,140.6,-48
341071,10/09/2019 18:45,6.74,10.42,90.1,6.01,64,3,90.1,140.5,-44
341072,10/09/2019 18:50,6.74,10.42,90,6.01,64,0,90,140.1,-47
341073,10/09/2019 18:55,6.74,10.42,89.9,6.01,64,1,89.9,139.6,-46
341074,10/09/2019 19:00,6.74,10.42,89.8,6.01,63.9,2,89.8,139.7,-45
341075,10/09/2019 19:05,6.74,10.42,89.8,6.01,63.9,0,89.8,139.6,-47
341076,10/09/2019 19:10,6.74,10.42,89.7,6.01,63.9,2,89.7,140.2,-45
341077,10/09/2019 19:15,6.74,10.42,89.6,6.02,63.9,1,89.6,140.4,-46
341078,10/09/2019 19:20,6.74,10.43,89.5,6.02,63.9,1,89.6,140.2,-46
341079,10/09/2019 19:25,6.74,10.42,89.5,6.02,63.9,2,89.5,139.5,-45
341080,10/09/2019 19:30,6.74,10.42,89.5,6.02,63.9,1,89.5,140.5,-46
341081,10/09/2019 19:35,6.74,10.43,89.4,6.02,63.9,0,89.4,140.1,-47
341082,10/09/2019 19:40,6.74,10.43,89.4,6.02,63.9,-1,89.4,139.5,-48
341083,10/09/2019 19:45,6.74,10.43,89.4,6.03,63.9,0,89.4,139.9,-47
341084,10/09/2019 19:50,6.74,10.43,89.4,6.03,63.8,1,89.4,140,-46
341085,10/09/2019 19:55,6.74,10.43,89.5,6.03,63.8,0,89.5,139.5,-47
341086,10/09/2019 20:00,6.74,10.43,89.5,6.03,63.8,-4,89.5,139.4,-51
341087,10/09/2019 20:05,6.74,10.43,89.6,6.03,63.8,0,89.6,140.1,-47
341088,10/09/2019 20:10,6.74,10.42,89.4,6.04,63.8,2,89.4,139.8,-45
341089,10/09/2019 20:15,6.74,10.42,89.4,6.04,63.8,1,89.4,140.2,-46
341090,10/09/2019 20:20,6.74,10.42,89.3,6.04,63.7,2,89.3,140.3,-45
341091,10/09/2019 20:25,6.74,10.42,89.3,6.04,63.7,0,89.3,140.9,-47
341092,10/09/2019 20:30,6.74,10.42,89.1,6.04,63.7,3,89.1,140.1,-44
341093,10/09/2019 20:35,6.74,10.43,89.2,6.05,63.7,2,89.2,140.2,-45
341094,10/09/2019 20:40,6.74,10.43,89.1,6.05,63.7,2,89.1,139.7,-45
341095,10/09/2019 20:45,6.74,10.43,89.2,6.05,63.6,-2,89.2,139.4,-49
341096,10/09/2019 20:50,6.74,10.43,89.1,6.05,63.6,1,89.1,140.6,-46
341097,10/09/2019 20:55,6.74,10.43,89,6.05,63.6,1,89,139.9,-46
341098,10/09/2019 21:00,6.74,10.42,89.2,6.06,63.5,-2,89.2,139.5,-49
341099,10/09/2019 21:05,6.74,10.42,89.2,6.06,63.5,0,89.2,140.3,-47
341100,10/09/2019 21:10,6.74,10.42,88.9,6.06,63.5,8,88.9,139.7,-39
341101,10/09/2019 21:15,6.74,10.43,88.7,6.06,63.5,2,88.7,140.4,-45
341102,10/09/2019 21:20,6.74,10.42,88.5,6.06,63.4,5,88.5,140.3,-42
341103,10/09/2019 21:25,6.74,10.42,88.5,6.06,63.4,0,88.5,140.1,-47
341104,10/09/2019 21:30,6.74,10.42,88.2,6.06,63.4,2,88.2,139.8,-45
341105,10/09/2019 21:35,6.74,10.42,88.2,6.06,63.3,1,88.2,139.5,-46
341106,10/09/2019 21:40,6.74,10.43,88.2,6.07,63.3,1,88.2,139.3,-46
341107,10/09/2019 21:45,6.74,10.42,88.4,6.07,63.3,-5,88.4,140.8,-52
341108,10/09/2019 21:50,6.74,10.43,88.2,6.07,63.2,3,88.2,140,-44
341109,10/09/2019 21:55,6.74,10.43,88.1,6.07,63.2,1,88.1,140.8,-46
341110,10/09/2019 22:00,6.74,10.43,88.2,6.07,63.2,-1,88.2,140,-48
341111,10/09/2019 22:05,6.74,10.43,88.1,6.07,63.1,2,88.1,139.8,-45
341112,10/09/2019 22:10,6.74,10.43,87.9,6.07,63.1,4,87.9,139.9,-43
341113,10/09/2019 22:15,6.74,10.42,87.9,6.07,63.1,-1,87.9,140,-48
341114,10/09/2019 22:20,0,0,0,6.09,0,0,0,1.9,0
341115,10/09/2019 22:25,0,0,0,6.2,0,0,0,1.3,0
341116,10/09/2019 22:30,0,0,0,6.29,0,0,0,1.9,0
341117,10/09/2019 22:35,0,0,0,6.12,0,0,0,1.6,0
341118,10/09/2019 22:40,0,0,0,6.01,0,0,0,1.9,0
341119,10/09/2019 22:45,0,0,0,5.98,0,0,0,1.4,0
341120,10/09/2019 22:50,0,0,0,5.99,0,0,0,1.4,0
341121,10/09/2019 22:55,0,0,0,6.01,0,0,0,1.4,0
341122,10/09/2019 23:00,0,0,0,6.02,0,0,0,1.5,0
341123,10/09/2019 23:05,0,0,0,6.01,0,0,0,0.7,0
341124,10/09/2019 23:10,0,0,0,6.01,0,0,0,0.4,0
341125,10/09/2019 23:15,0,0,0,6,0,0,0,1.2,0
341126,10/09/2019 23:20,0,0,0,6,0,0,0,1.1,0
341127,10/09/2019 23:25,8.22,9,87.9,6,63,-4,87.9,144.2,-51
341128,10/09/2019 23:30,7.25,9.85,87.9,6,63,-11,87.9,140.2,-58
341129,10/09/2019 23:35,7.01,10.08,87.9,5.99,63,-14,87.9,140.2,-61
341130,10/09/2019 23:40,6.9,10.2,87.9,6.01,63,-14,87.9,140.8,-61
341131,10/09/2019 23:45,6.84,10.25,87.9,6.01,63,-11,87.9,140.2,-58
341132,10/09/2019 23:50,6.8,10.27,87.9,6.02,63,-9,87.9,141.6,-56
341133,10/09/2019 23:55,6.78,10.28,88.1,6.02,63,-8,88.1,139.5,-55
341134,11/09/2019 00:00,6.76,10.27,88.4,6.03,63,-6,88.4,141.1,-53
341135,11/09/2019 00:05,6.74,10.27,88.4,6.04,63,1,88.4,140,-46
341136,11/09/2019 00:10,6.75,10.26,88.6,6.04,63,-3,88.6,141.5,-50
341137,11/09/2019 00:15,6.75,10.27,88.7,6.05,62.9,-2,88.7,140.6,-49
341138,11/09/2019 00:20,6.75,10.28,88.8,6.06,62.9,0,88.8,140.2,-47
341139,11/09/2019 00:25,6.75,10.28,88.9,6.06,62.9,-4,88.9,139.7,-51
341140,11/09/2019 00:30,6.75,10.28,88.9,6.07,62.8,-1,88.9,140.3,-48
341141,11/09/2019 00:35,6.75,10.29,88.8,6.07,62.8,1,88.8,140.6,-46
341142,11/09/2019 00:40,6.75,10.28,88.9,6.07,62.8,-1,88.9,140.2,-48
341143,11/09/2019 00:45,6.75,10.28,88.7,6.08,62.7,2,88.7,140.9,-45
341144,11/09/2019 00:50,6.75,10.28,88.7,6.08,62.7,1,88.7,140.2,-46
341145,11/09/2019 00:55,6.75,10.29,88.7,6.08,62.6,3,88.7,140.9,-44
341146,11/09/2019 01:00,6.75,10.29,88.5,6.09,62.6,5,88.5,140.9,-42
341147,11/09/2019 01:05,6.75,10.3,88.5,6.09,62.5,2,88.5,141.2,-45
341148,11/09/2019 01:10,0,0,0,6.1,0,0,0,2,0
341149,11/09/2019 01:15,0,0,0,6.15,0,0,0,1.5,0
341150,11/09/2019 01:20,0,0,0,6.27,0,0,0,1.7,0
341151,11/09/2019 01:25,0,0,0,6.27,0,0,0,1.2,0
341152,11/09/2019 01:30,0,0,0,6.18,0,0,0,1.5,0
341153,11/09/2019 01:35,0,0,0,6.12,0,0,0,1.6,0
341154,11/09/2019 01:40,0,0,0,6.08,0,0,0,1.3,0
341155,11/09/2019 01:45,0,0,0,6.07,0,0,0,0.8,0
341156,11/09/2019 01:50,0,0,0,6.06,0,0,0,1.5,0
341157,11/09/2019 01:55,0,0,0,6.05,0,0,0,1.2,0
341158,11/09/2019 02:00,0,0,0,6.05,0,0,0,1.6,0
341159,11/09/2019 02:05,0,0,0,6.04,0,0,0,0.8,0
341160,11/09/2019 02:10,0,0,0,6.03,0,0,0,71.4,0
341161,11/09/2019 02:15,7.53,9.64,88.6,6.01,62.5,-5,88.6,141.3,-52
341162,11/09/2019 02:20,7.07,9.9,88.6,5.99,62.5,-3,88.6,139.3,-50
341163,11/09/2019 02:25,6.92,10.06,88.6,5.99,62.5,-2,88.6,140.1,-49
341164,11/09/2019 02:30,6.85,10.16,88.6,6,62.5,-3,88.6,139.9,-50
341165,11/09/2019 02:35,6.81,10.2,88.6,6.01,62.5,1,88.6,140.9,-46
341166,11/09/2019 02:40,6.78,10.22,88.6,6.02,62.5,3,88.6,140.3,-44
341167,11/09/2019 02:45,6.76,10.22,88.5,6.02,62.5,2,88.5,139.7,-45
341168,11/09/2019 02:50,6.73,10.22,88.3,6.03,62.5,3,88.3,140.3,-44
341169,11/09/2019 02:55,6.74,10.23,88.1,6.03,62.5,5,88.1,140.2,-42
341170,11/09/2019 03:00,6.75,10.22,88.1,6.04,62.4,2,88.1,140.8,-45
341171,11/09/2019 03:05,6.75,10.22,88.2,6.05,62.4,-2,88.2,139.9,-49
341172,11/09/2019 03:10,6.76,10.22,88.2,6.05,62.4,0,88.2,140.3,-47
341173,11/09/2019 03:15,6.76,10.22,88.2,6.06,62.4,-2,88.2,140,-49
341174,11/09/2019 03:20,6.76,10.22,88.3,6.06,62.3,-4,88.2,141.2,-51
341175,11/09/2019 03:25,6.76,10.23,88.1,6.07,62.3,4,88.1,140.4,-43
341176,11/09/2019 03:30,6.76,10.23,88.1,6.07,62.3,0,88.1,139.9,-47
341177,11/09/2019 03:35,6.76,10.23,87.8,6.07,62.2,5,87.8,140.2,-42
341178,11/09/2019 03:40,6.76,10.24,87.8,6.07,62.2,2,87.8,139.7,-45
341179,11/09/2019 03:45,0,0,0,6.09,0,0,0,1.7,0
341180,11/09/2019 03:50,0,0,0,6.15,0,0,0,1.6,0
341181,11/09/2019 03:55,0,0,0,6.26,0,0,0,1.6,0
341182,11/09/2019 04:00,0,0,0,6.17,0,0,0,1.1,0
341183,11/09/2019 04:05,0,0,0,6.06,0,0,0,1.7,0
341184,11/09/2019 04:10,0,0,0,6.03,0,0,0,0.3,0
341185,11/09/2019 04:15,0,0,0,6.03,0,0,0,1.4,0
341186,11/09/2019 04:20,0,0,0,6.04,0,0,0,0.4,0
341187,11/09/2019 04:25,0,0,0,6.04,0,0,0,1,0
341188,11/09/2019 04:30,0,0,0,6.03,0,0,0,1.7,0
